Entity,Code,Day,total_vaccinations
Afghanistan,AFG,2021-02-22,0
Afghanistan,AFG,2021-02-28,8200
Afghanistan,AFG,2021-03-16,54000
Afghanistan,AFG,2021-04-07,120000
Afghanistan,AFG,2021-04-22,240000
Afghanistan,AFG,2021-05-11,504502
Afghanistan,AFG,2021-05-20,547901
Afghanistan,AFG,2021-05-24,573277
Afghanistan,AFG,2021-05-26,590454
Afghanistan,AFG,2021-05-27,593313
Afghanistan,AFG,2021-05-30,600152
Afghanistan,AFG,2021-06-02,626290
Afghanistan,AFG,2021-06-03,630305
Afghanistan,AFG,2021-06-08,641295
Afghanistan,AFG,2021-06-14,662003
Afghanistan,AFG,2021-06-22,765890
Afghanistan,AFG,2021-06-27,835694
Afghanistan,AFG,2021-06-30,886854
Afghanistan,AFG,2021-07-05,915671
Afghanistan,AFG,2021-07-07,934463
Afghanistan,AFG,2021-07-11,962093
Afghanistan,AFG,2021-07-14,1024168
Afghanistan,AFG,2021-07-18,1094257
Afghanistan,AFG,2021-07-24,1171064
Afghanistan,AFG,2021-08-20,1201286
Afghanistan,AFG,2021-08-31,1979652
Afghanistan,AFG,2021-09-30,2369625
Afghanistan,AFG,2021-11-14,4018197
Afghanistan,AFG,2021-12-27,4674518
Afghanistan,AFG,2022-01-09,4903368
Afghanistan,AFG,2022-01-11,4925111
Afghanistan,AFG,2022-01-13,4954809
Afghanistan,AFG,2022-01-17,4985047
Afghanistan,AFG,2022-01-19,5004050
Afghanistan,AFG,2022-01-24,5046054
Afghanistan,AFG,2022-01-26,5074196
Afghanistan,AFG,2022-01-27,5081064
Afghanistan,AFG,2022-01-31,5125146
Afghanistan,AFG,2022-02-02,5152297
Afghanistan,AFG,2022-02-07,5216998
Afghanistan,AFG,2022-02-14,5321308
Afghanistan,AFG,2022-02-20,5412309
Afghanistan,AFG,2022-02-27,5535254
Afghanistan,AFG,2022-03-06,5597130
Afghanistan,AFG,2022-03-17,5731146
Afghanistan,AFG,2022-03-22,5751015
Afghanistan,AFG,2022-04-04,5872684
Afghanistan,AFG,2022-04-14,5940400
Afghanistan,AFG,2022-04-18,5948889
Afghanistan,AFG,2022-04-26,5985756
Afghanistan,AFG,2022-04-27,5986139
Afghanistan,AFG,2022-05-05,6021468
Afghanistan,AFG,2022-05-08,6023425
Afghanistan,AFG,2022-05-10,6029737
Afghanistan,AFG,2022-05-15,6066579
Afghanistan,AFG,2022-05-23,6118557
Afghanistan,AFG,2022-06-01,6171652
Afghanistan,AFG,2022-06-15,6295222
Afghanistan,AFG,2022-06-21,6355931
Afghanistan,AFG,2022-06-27,6408475
Afghanistan,AFG,2022-06-30,6445359
Afghanistan,AFG,2022-07-10,6491111
Afghanistan,AFG,2022-07-17,6706843
Afghanistan,AFG,2022-07-19,7885045
Afghanistan,AFG,2022-07-27,8040605
Afghanistan,AFG,2022-08-07,9822860
Afghanistan,AFG,2022-08-15,11216694
Afghanistan,AFG,2022-08-22,11391703
Afghanistan,AFG,2022-08-31,11562525
Afghanistan,AFG,2022-09-04,11588893
Afghanistan,AFG,2022-09-11,11725188
Afghanistan,AFG,2022-09-12,11734635
Afghanistan,AFG,2022-09-19,11820186
Afghanistan,AFG,2022-09-26,11868997
Afghanistan,AFG,2022-09-28,11881035
Afghanistan,AFG,2022-10-04,11923733
Afghanistan,AFG,2022-10-11,11951964
Afghanistan,AFG,2022-10-16,11977773
Afghanistan,AFG,2022-10-24,12055358
Afghanistan,AFG,2022-11-01,12103780
Afghanistan,AFG,2022-11-02,12140367
Afghanistan,AFG,2022-11-08,12174141
Afghanistan,AFG,2022-11-15,12202136
Afghanistan,AFG,2022-11-16,12216936
Afghanistan,AFG,2022-11-27,12275911
Afghanistan,AFG,2022-12-05,12304901
Afghanistan,AFG,2022-12-22,12449870
Afghanistan,AFG,2023-01-06,12526397
Afghanistan,AFG,2023-01-16,12603486
Afghanistan,AFG,2023-01-22,12672379
Afghanistan,AFG,2023-01-29,12684950
Afghanistan,AFG,2023-02-12,12768909
Afghanistan,AFG,2023-02-14,12788310
Afghanistan,AFG,2023-02-19,13603457
Afghanistan,AFG,2023-02-23,13910490
Afghanistan,AFG,2023-02-26,14743912
Afghanistan,AFG,2023-02-28,15093798
Afghanistan,AFG,2023-03-05,15966423
Afghanistan,AFG,2023-03-12,16248588
Afghanistan,AFG,2023-03-14,16250654
Afghanistan,AFG,2023-03-19,16474895
Afghanistan,AFG,2023-03-21,16482384
Afghanistan,AFG,2023-03-26,16498498
Afghanistan,AFG,2023-03-28,16499153
Afghanistan,AFG,2023-04-02,16586584
Afghanistan,AFG,2023-04-09,16625558
Afghanistan,AFG,2023-04-11,16693053
Afghanistan,AFG,2023-04-16,16727076
Afghanistan,AFG,2023-04-18,16826772
Afghanistan,AFG,2023-04-24,16844011
Afghanistan,AFG,2023-04-25,16847327
Afghanistan,AFG,2023-04-30,16902291
Afghanistan,AFG,2023-05-03,16918550
Afghanistan,AFG,2023-05-09,16960754
Afghanistan,AFG,2023-05-14,17060992
Afghanistan,AFG,2023-05-16,17116708
Afghanistan,AFG,2023-05-21,17479379
Afghanistan,AFG,2023-05-29,18434710
Afghanistan,AFG,2023-06-06,19712836
Afghanistan,AFG,2023-06-11,20000706
Afghanistan,AFG,2023-06-13,20013614
Afghanistan,AFG,2023-06-18,20241838
Afghanistan,AFG,2023-06-20,20324305
Afghanistan,AFG,2023-06-27,20393575
Afghanistan,AFG,2023-07-04,20463361
Afghanistan,AFG,2023-07-09,20472584
Afghanistan,AFG,2023-07-11,20536427
Afghanistan,AFG,2023-07-18,20556363
Afghanistan,AFG,2023-07-23,20575009
Afghanistan,AFG,2023-07-25,20662417
Afghanistan,AFG,2023-07-30,20729987
Afghanistan,AFG,2023-08-01,20790069
Afghanistan,AFG,2023-08-06,20837292
Afghanistan,AFG,2023-08-08,20876493
Afghanistan,AFG,2023-08-15,20939198
Afghanistan,AFG,2023-08-20,21022524
Afghanistan,AFG,2023-08-27,21120112
Afghanistan,AFG,2023-09-01,21258362
Afghanistan,AFG,2023-09-05,21271488
Afghanistan,AFG,2023-09-10,21380666
Afghanistan,AFG,2023-09-17,21466978
Afghanistan,AFG,2023-09-19,21565416
Afghanistan,AFG,2023-09-26,21716120
Afghanistan,AFG,2023-10-08,21763331
Afghanistan,AFG,2023-10-16,21893320
Afghanistan,AFG,2023-10-24,22085051
Afghanistan,AFG,2023-11-05,22102081
Afghanistan,AFG,2023-11-07,22207574
Afghanistan,AFG,2023-11-14,22495714
Afghanistan,AFG,2023-11-26,22606931
Afghanistan,AFG,2023-12-31,22964750
Africa,,2021-01-09,0
Africa,,2021-01-10,0
Africa,,2021-01-11,0
Africa,,2021-01-12,0
Africa,,2021-01-13,2000
Africa,,2021-01-14,2000
Africa,,2021-01-15,4000
Africa,,2021-01-16,7000
Africa,,2021-01-17,7000
Africa,,2021-01-18,7000
Africa,,2021-01-19,10976
Africa,,2021-01-20,13163
Africa,,2021-01-21,13163
Africa,,2021-01-22,16890
Africa,,2021-01-23,18353
Africa,,2021-01-24,18353
Africa,,2021-01-25,19889
Africa,,2021-01-26,22712
Africa,,2021-01-27,25587
Africa,,2021-01-28,28779
Africa,,2021-01-29,30861
Africa,,2021-01-30,122206
Africa,,2021-01-31,158206
Africa,,2021-02-01,236712
Africa,,2021-02-02,295127
Africa,,2021-02-03,347149
Africa,,2021-02-04,390474
Africa,,2021-02-05,446986
Africa,,2021-02-06,504800
Africa,,2021-02-07,504800
Africa,,2021-02-08,593502
Africa,,2021-02-09,661263
Africa,,2021-02-10,795836
Africa,,2021-02-11,908796
Africa,,2021-02-12,1165581
Africa,,2021-02-13,1446178
Africa,,2021-02-14,1446178
Africa,,2021-02-15,1766999
Africa,,2021-02-16,1965819
Africa,,2021-02-17,2147659
Africa,,2021-02-18,2304003
Africa,,2021-02-19,2514038
Africa,,2021-02-20,2616970
Africa,,2021-02-21,2623735
Africa,,2021-02-22,2745898
Africa,,2021-02-23,2854362
Africa,,2021-02-24,3151789
Africa,,2021-02-25,3435126
Africa,,2021-02-26,3677781
Africa,,2021-02-27,3866524
Africa,,2021-02-28,3874251
Africa,,2021-03-01,4092105
Africa,,2021-03-02,4253030
Africa,,2021-03-03,4424425
Africa,,2021-03-04,4570416
Africa,,2021-03-05,4808377
Africa,,2021-03-06,5013434
Africa,,2021-03-07,5054444
Africa,,2021-03-08,5402720
Africa,,2021-03-09,5543143
Africa,,2021-03-10,5883345
Africa,,2021-03-11,6071753
Africa,,2021-03-12,6381772
Africa,,2021-03-13,6785420
Africa,,2021-03-14,6801943
Africa,,2021-03-15,7194978
Africa,,2021-03-16,7430457
Africa,,2021-03-17,7632156
Africa,,2021-03-18,7819596
Africa,,2021-03-19,8102429
Africa,,2021-03-20,8194788
Africa,,2021-03-21,8216336
Africa,,2021-03-22,8338577
Africa,,2021-03-23,8484800
Africa,,2021-03-24,9420911
Africa,,2021-03-25,9709302
Africa,,2021-03-26,9977830
Africa,,2021-03-27,10303667
Africa,,2021-03-28,10562516
Africa,,2021-03-29,10775431
Africa,,2021-03-30,10972216
Africa,,2021-03-31,11476248
Africa,,2021-04-01,11729825
Africa,,2021-04-02,11883589
Africa,,2021-04-03,12018828
Africa,,2021-04-04,12082780
Africa,,2021-04-05,12236282
Africa,,2021-04-06,12575036
Africa,,2021-04-07,12960258
Africa,,2021-04-08,13685750
Africa,,2021-04-09,13840825
Africa,,2021-04-10,14000751
Africa,,2021-04-11,14150137
Africa,,2021-04-12,14259556
Africa,,2021-04-13,14372773
Africa,,2021-04-14,14720408
Africa,,2021-04-15,14863081
Africa,,2021-04-16,15071502
Africa,,2021-04-17,15369995
Africa,,2021-04-18,15940217
Africa,,2021-04-19,16153571
Africa,,2021-04-20,16319878
Africa,,2021-04-21,16544360
Africa,,2021-04-22,16629919
Africa,,2021-04-23,16816072
Africa,,2021-04-24,16889560
Africa,,2021-04-25,16968624
Africa,,2021-04-26,17067708
Africa,,2021-04-27,17236944
Africa,,2021-04-28,18296567
Africa,,2021-04-29,18412478
Africa,,2021-04-30,18553633
Africa,,2021-05-01,18680562
Africa,,2021-05-02,18737253
Africa,,2021-05-03,18912400
Africa,,2021-05-04,19208526
Africa,,2021-05-05,19465156
Africa,,2021-05-06,19624727
Africa,,2021-05-07,20217766
Africa,,2021-05-08,20470293
Africa,,2021-05-09,21199764
Africa,,2021-05-10,21661168
Africa,,2021-05-11,22093409
Africa,,2021-05-12,23173673
Africa,,2021-05-13,23349102
Africa,,2021-05-14,23545212
Africa,,2021-05-15,23859298
Africa,,2021-05-16,23952426
Africa,,2021-05-17,24419391
Africa,,2021-05-18,25194293
Africa,,2021-05-19,25785942
Africa,,2021-05-20,26225226
Africa,,2021-05-21,27003443
Africa,,2021-05-22,27828521
Africa,,2021-05-23,28053599
Africa,,2021-05-24,28573801
Africa,,2021-05-25,29272846
Africa,,2021-05-26,29659348
Africa,,2021-05-27,29882000
Africa,,2021-05-28,30063329
Africa,,2021-05-29,30663011
Africa,,2021-05-30,30985815
Africa,,2021-05-31,33013477
Africa,,2021-06-01,33811824
Africa,,2021-06-02,34313737
Africa,,2021-06-03,34777443
Africa,,2021-06-04,35024406
Africa,,2021-06-05,35258269
Africa,,2021-06-06,35499875
Africa,,2021-06-07,36082955
Africa,,2021-06-08,37188892
Africa,,2021-06-09,38220307
Africa,,2021-06-10,38836032
Africa,,2021-06-11,39209078
Africa,,2021-06-12,39520074
Africa,,2021-06-13,39608060
Africa,,2021-06-14,40472051
Africa,,2021-06-15,41466546
Africa,,2021-06-16,41795578
Africa,,2021-06-17,42179059
Africa,,2021-06-18,42520531
Africa,,2021-06-19,42651690
Africa,,2021-06-20,43315836
Africa,,2021-06-21,44038203
Africa,,2021-06-22,44160883
Africa,,2021-06-23,44801997
Africa,,2021-06-24,46139681
Africa,,2021-06-25,46505062
Africa,,2021-06-26,46700046
Africa,,2021-06-27,46983983
Africa,,2021-06-28,47874526
Africa,,2021-06-29,48142113
Africa,,2021-06-30,48664662
Africa,,2021-07-01,49084712
Africa,,2021-07-02,49245678
Africa,,2021-07-03,49524849
Africa,,2021-07-04,49901604
Africa,,2021-07-05,50939231
Africa,,2021-07-06,51379966
Africa,,2021-07-07,51641882
Africa,,2021-07-08,52257385
Africa,,2021-07-09,52552375
Africa,,2021-07-10,52672280
Africa,,2021-07-11,52770553
Africa,,2021-07-12,54370724
Africa,,2021-07-13,54935857
Africa,,2021-07-14,55237342
Africa,,2021-07-15,56501839
Africa,,2021-07-16,56615826
Africa,,2021-07-17,56798284
Africa,,2021-07-18,57064944
Africa,,2021-07-19,58370967
Africa,,2021-07-20,58726324
Africa,,2021-07-21,58813194
Africa,,2021-07-22,59876939
Africa,,2021-07-23,60247707
Africa,,2021-07-24,60494809
Africa,,2021-07-25,61184510
Africa,,2021-07-26,62052214
Africa,,2021-07-27,62978566
Africa,,2021-07-28,63729228
Africa,,2021-07-29,64816684
Africa,,2021-07-30,65259221
Africa,,2021-07-31,65426371
Africa,,2021-08-01,66006115
Africa,,2021-08-02,66841904
Africa,,2021-08-03,69024922
Africa,,2021-08-04,69456317
Africa,,2021-08-05,70451773
Africa,,2021-08-06,70846290
Africa,,2021-08-07,71238941
Africa,,2021-08-08,71949743
Africa,,2021-08-09,73792274
Africa,,2021-08-10,74400094
Africa,,2021-08-11,74965873
Africa,,2021-08-12,76527694
Africa,,2021-08-13,77485554
Africa,,2021-08-14,77742841
Africa,,2021-08-15,78071154
Africa,,2021-08-16,80687066
Africa,,2021-08-17,81491040
Africa,,2021-08-18,82876613
Africa,,2021-08-19,84588280
Africa,,2021-08-20,89933895
Africa,,2021-08-21,90333264
Africa,,2021-08-22,90994632
Africa,,2021-08-23,92120604
Africa,,2021-08-24,93218220
Africa,,2021-08-25,96254650
Africa,,2021-08-26,96388593
Africa,,2021-08-27,99538228
Africa,,2021-08-28,100211304
Africa,,2021-08-29,101629709
Africa,,2021-08-30,102207774
Africa,,2021-08-31,103603952
Africa,,2021-09-01,105819080
Africa,,2021-09-02,106231813
Africa,,2021-09-03,106847527
Africa,,2021-09-04,111317743
Africa,,2021-09-05,113550843
Africa,,2021-09-06,115233348
Africa,,2021-09-07,115810254
Africa,,2021-09-08,116500886
Africa,,2021-09-09,117943997
Africa,,2021-09-10,119073387
Africa,,2021-09-11,120866826
Africa,,2021-09-12,123712154
Africa,,2021-09-13,124317061
Africa,,2021-09-14,127159308
Africa,,2021-09-15,128608925
Africa,,2021-09-16,130210526
Africa,,2021-09-17,130591738
Africa,,2021-09-18,131148588
Africa,,2021-09-19,133915991
Africa,,2021-09-20,134886389
Africa,,2021-09-21,135518118
Africa,,2021-09-22,138175685
Africa,,2021-09-23,141008950
Africa,,2021-09-24,141425664
Africa,,2021-09-25,142748373
Africa,,2021-09-26,143650802
Africa,,2021-09-27,146415175
Africa,,2021-09-28,147543534
Africa,,2021-09-29,147912295
Africa,,2021-09-30,149777657
Africa,,2021-10-01,150216634
Africa,,2021-10-02,151339614
Africa,,2021-10-03,151856823
Africa,,2021-10-04,151981836
Africa,,2021-10-05,152622147
Africa,,2021-10-06,153279921
Africa,,2021-10-07,155243008
Africa,,2021-10-08,159841805
Africa,,2021-10-09,161252483
Africa,,2021-10-10,161569375
Africa,,2021-10-11,162063157
Africa,,2021-10-12,162407061
Africa,,2021-10-13,164865140
Africa,,2021-10-14,166817017
Africa,,2021-10-15,168285198
Africa,,2021-10-16,168378087
Africa,,2021-10-17,172719785
Africa,,2021-10-18,174291070
Africa,,2021-10-19,175400722
Africa,,2021-10-20,176359762
Africa,,2021-10-21,178595888
Africa,,2021-10-22,179079983
Africa,,2021-10-23,182217821
Africa,,2021-10-24,184718901
Africa,,2021-10-25,185156929
Africa,,2021-10-26,186805514
Africa,,2021-10-27,187208673
Africa,,2021-10-28,189809912
Africa,,2021-10-29,193296330
Africa,,2021-10-30,194361624
Africa,,2021-10-31,196480876
Africa,,2021-11-01,197837482
Africa,,2021-11-02,199146273
Africa,,2021-11-03,199647730
Africa,,2021-11-04,202346669
Africa,,2021-11-05,202620703
Africa,,2021-11-06,204717964
Africa,,2021-11-07,205527932
Africa,,2021-11-08,206026136
Africa,,2021-11-09,206476148
Africa,,2021-11-10,212163314
Africa,,2021-11-11,213405327
Africa,,2021-11-12,213812455
Africa,,2021-11-13,215510097
Africa,,2021-11-14,216483974
Africa,,2021-11-15,217665658
Africa,,2021-11-16,217925557
Africa,,2021-11-17,218681637
Africa,,2021-11-18,221670670
Africa,,2021-11-19,221958829
Africa,,2021-11-20,224423425
Africa,,2021-11-21,226256507
Africa,,2021-11-22,227673638
Africa,,2021-11-23,228698706
Africa,,2021-11-24,231376078
Africa,,2021-11-25,232421121
Africa,,2021-11-26,233660975
Africa,,2021-11-27,234240410
Africa,,2021-11-28,237923232
Africa,,2021-11-29,239938173
Africa,,2021-11-30,241204351
Africa,,2021-12-01,241697921
Africa,,2021-12-02,244138322
Africa,,2021-12-03,245843767
Africa,,2021-12-04,248872918
Africa,,2021-12-05,249894682
Africa,,2021-12-06,251954417
Africa,,2021-12-07,252438430
Africa,,2021-12-08,254776807
Africa,,2021-12-09,259552978
Africa,,2021-12-10,260314607
Africa,,2021-12-11,262827090
Africa,,2021-12-12,264376660
Africa,,2021-12-13,265330659
Africa,,2021-12-14,267711738
Africa,,2021-12-15,270220358
Africa,,2021-12-16,270873142
Africa,,2021-12-17,271322065
Africa,,2021-12-18,273401858
Africa,,2021-12-19,274067231
Africa,,2021-12-20,279450592
Africa,,2021-12-21,280029601
Africa,,2021-12-22,281685011
Africa,,2021-12-23,286205196
Africa,,2021-12-24,288683233
Africa,,2021-12-25,288905894
Africa,,2021-12-26,290436783
Africa,,2021-12-27,291643397
Africa,,2021-12-28,298525241
Africa,,2021-12-29,298955785
Africa,,2021-12-30,300177518
Africa,,2021-12-31,303508220
Africa,,2022-01-01,304142817
Africa,,2022-01-02,304601512
Africa,,2022-01-03,305047846
Africa,,2022-01-04,310462505
Africa,,2022-01-05,310993743
Africa,,2022-01-06,314989250
Africa,,2022-01-07,315651585
Africa,,2022-01-08,317435119
Africa,,2022-01-09,319392825
Africa,,2022-01-10,322714521
Africa,,2022-01-11,323042272
Africa,,2022-01-12,323968813
Africa,,2022-01-13,325510169
Africa,,2022-01-14,326740761
Africa,,2022-01-15,329350740
Africa,,2022-01-16,330340635
Africa,,2022-01-17,332802055
Africa,,2022-01-18,334645875
Africa,,2022-01-19,336823379
Africa,,2022-01-20,337208451
Africa,,2022-01-21,343072128
Africa,,2022-01-22,344306592
Africa,,2022-01-23,346303435
Africa,,2022-01-24,347659773
Africa,,2022-01-25,347942155
Africa,,2022-01-26,348869091
Africa,,2022-01-27,349793296
Africa,,2022-01-28,350624652
Africa,,2022-01-29,351890623
Africa,,2022-01-30,353665654
Africa,,2022-01-31,354400724
Africa,,2022-02-01,354847604
Africa,,2022-02-02,357080392
Africa,,2022-02-03,357446544
Africa,,2022-02-04,358098240
Africa,,2022-02-05,358584626
Africa,,2022-02-06,361449599
Africa,,2022-02-07,363821789
Africa,,2022-02-08,364527937
Africa,,2022-02-09,366336142
Africa,,2022-02-10,368692631
Africa,,2022-02-11,370149163
Africa,,2022-02-12,370509505
Africa,,2022-02-13,371238987
Africa,,2022-02-14,371465256
Africa,,2022-02-15,373298869
Africa,,2022-02-16,375029173
Africa,,2022-02-17,376407347
Africa,,2022-02-18,378269509
Africa,,2022-02-19,382495960
Africa,,2022-02-20,386494443
Africa,,2022-02-21,394422078
Africa,,2022-02-22,397373792
Africa,,2022-02-23,398741900
Africa,,2022-02-24,403357230
Africa,,2022-02-25,404677776
Africa,,2022-02-26,407326736
Africa,,2022-02-27,409614425
Africa,,2022-02-28,410594321
Africa,,2022-03-01,411759481
Africa,,2022-03-02,412892345
Africa,,2022-03-03,413252943
Africa,,2022-03-04,414475820
Africa,,2022-03-05,415256980
Africa,,2022-03-06,416695016
Africa,,2022-03-07,417284596
Africa,,2022-03-08,418809093
Africa,,2022-03-09,420493573
Africa,,2022-03-10,420740875
Africa,,2022-03-11,421780462
Africa,,2022-03-12,421802487
Africa,,2022-03-13,423359444
Africa,,2022-03-14,423708151
Africa,,2022-03-15,428087995
Africa,,2022-03-16,428509210
Africa,,2022-03-17,429631711
Africa,,2022-03-18,430766180
Africa,,2022-03-19,430902077
Africa,,2022-03-20,432684777
Africa,,2022-03-21,433093141
Africa,,2022-03-22,433322729
Africa,,2022-03-23,433692619
Africa,,2022-03-24,434068314
Africa,,2022-03-25,434931361
Africa,,2022-03-26,435123676
Africa,,2022-03-27,438453572
Africa,,2022-03-28,438600242
Africa,,2022-03-29,441001451
Africa,,2022-03-30,441261035
Africa,,2022-03-31,443083888
Africa,,2022-04-01,443277653
Africa,,2022-04-02,443423818
Africa,,2022-04-03,443630637
Africa,,2022-04-04,444154550
Africa,,2022-04-05,444253658
Africa,,2022-04-06,444587123
Africa,,2022-04-07,447585122
Africa,,2022-04-08,447852072
Africa,,2022-04-09,448635445
Africa,,2022-04-10,452253175
Africa,,2022-04-11,452317080
Africa,,2022-04-12,454609130
Africa,,2022-04-13,454691038
Africa,,2022-04-14,454850822
Africa,,2022-04-15,454907077
Africa,,2022-04-16,454923753
Africa,,2022-04-17,454931822
Africa,,2022-04-18,455024959
Africa,,2022-04-19,455083972
Africa,,2022-04-20,455142967
Africa,,2022-04-21,455250231
Africa,,2022-04-22,455340947
Africa,,2022-04-23,456679658
Africa,,2022-04-24,456749399
Africa,,2022-04-25,456816555
Africa,,2022-04-26,464953552
Africa,,2022-04-27,465116621
Africa,,2022-04-28,465161997
Africa,,2022-04-29,465282194
Africa,,2022-04-30,465982604
Africa,,2022-05-01,472659025
Africa,,2022-05-02,472699800
Africa,,2022-05-03,472727521
Africa,,2022-05-04,472966141
Africa,,2022-05-05,473052892
Africa,,2022-05-06,473205548
Africa,,2022-05-07,473326218
Africa,,2022-05-08,477146144
Africa,,2022-05-09,477163276
Africa,,2022-05-10,477424879
Africa,,2022-05-11,477560265
Africa,,2022-05-12,477743660
Africa,,2022-05-13,477930307
Africa,,2022-05-14,478597738
Africa,,2022-05-15,480832342
Africa,,2022-05-16,481028943
Africa,,2022-05-17,481114421
Africa,,2022-05-18,481289169
Africa,,2022-05-19,481387677
Africa,,2022-05-20,481829759
Africa,,2022-05-21,481916557
Africa,,2022-05-22,494080794
Africa,,2022-05-23,494223426
Africa,,2022-05-24,494288648
Africa,,2022-05-25,494351866
Africa,,2022-05-26,494620977
Africa,,2022-05-27,494915244
Africa,,2022-05-28,494968030
Africa,,2022-05-29,496803362
Africa,,2022-05-30,500158604
Africa,,2022-05-31,500314186
Africa,,2022-06-01,500506842
Africa,,2022-06-02,500973491
Africa,,2022-06-03,501261723
Africa,,2022-06-04,501302947
Africa,,2022-06-05,506928467
Africa,,2022-06-06,507072970
Africa,,2022-06-07,507157901
Africa,,2022-06-08,507344388
Africa,,2022-06-09,507393078
Africa,,2022-06-10,507440879
Africa,,2022-06-11,507491186
Africa,,2022-06-12,507542589
Africa,,2022-06-13,507774350
Africa,,2022-06-14,509734732
Africa,,2022-06-15,509828021
Africa,,2022-06-16,509875035
Africa,,2022-06-17,510359636
Africa,,2022-06-18,510391954
Africa,,2022-06-19,518069022
Africa,,2022-06-20,519179128
Africa,,2022-06-21,519226306
Africa,,2022-06-22,519416481
Africa,,2022-06-23,519555905
Africa,,2022-06-24,519591561
Africa,,2022-06-25,519619059
Africa,,2022-06-26,542765456
Africa,,2022-06-27,544054302
Africa,,2022-06-28,544091305
Africa,,2022-06-29,545380681
Africa,,2022-06-30,545498103
Africa,,2022-07-01,545533222
Africa,,2022-07-02,545558226
Africa,,2022-07-03,552354348
Africa,,2022-07-04,552372114
Africa,,2022-07-05,553204922
Africa,,2022-07-06,553222233
Africa,,2022-07-07,553414419
Africa,,2022-07-08,553500603
Africa,,2022-07-09,553524164
Africa,,2022-07-10,563646481
Africa,,2022-07-11,563706068
Africa,,2022-07-12,563721998
Africa,,2022-07-13,563855163
Africa,,2022-07-14,563877735
Africa,,2022-07-15,563893023
Africa,,2022-07-16,564654495
Africa,,2022-07-17,574252763
Africa,,2022-07-18,574449947
Africa,,2022-07-19,575830902
Africa,,2022-07-20,575860895
Africa,,2022-07-21,575898508
Africa,,2022-07-22,575932162
Africa,,2022-07-23,575949958
Africa,,2022-07-24,581343029
Africa,,2022-07-25,581520544
Africa,,2022-07-26,581543363
Africa,,2022-07-27,582954281
Africa,,2022-07-28,582975024
Africa,,2022-07-29,582993845
Africa,,2022-07-30,583013106
Africa,,2022-07-31,583231971
Africa,,2022-08-01,583578194
Africa,,2022-08-02,583607760
Africa,,2022-08-03,583625689
Africa,,2022-08-04,583640745
Africa,,2022-08-05,583655094
Africa,,2022-08-06,583668089
Africa,,2022-08-07,593239893
Africa,,2022-08-08,593241102
Africa,,2022-08-09,593289194
Africa,,2022-08-10,593294106
Africa,,2022-08-11,593311310
Africa,,2022-08-12,593893820
Africa,,2022-08-13,593909466
Africa,,2022-08-14,601575472
Africa,,2022-08-15,602273533
Africa,,2022-08-16,602290434
Africa,,2022-08-17,602313866
Africa,,2022-08-18,602331490
Africa,,2022-08-19,602409352
Africa,,2022-08-20,602428080
Africa,,2022-08-21,611778628
Africa,,2022-08-22,611863864
Africa,,2022-08-23,611877430
Africa,,2022-08-24,611905658
Africa,,2022-08-25,611926348
Africa,,2022-08-26,611937785
Africa,,2022-08-27,611958849
Africa,,2022-08-28,615311477
Africa,,2022-08-29,615475247
Africa,,2022-08-30,616023877
Africa,,2022-08-31,616033628
Africa,,2022-09-01,616043788
Africa,,2022-09-02,616053941
Africa,,2022-09-03,616062593
Africa,,2022-09-04,623795690
Africa,,2022-09-05,623796307
Africa,,2022-09-06,623804787
Africa,,2022-09-07,623814350
Africa,,2022-09-08,623839467
Africa,,2022-09-09,623849041
Africa,,2022-09-10,623858405
Africa,,2022-09-11,625257826
Africa,,2022-09-12,625517996
Africa,,2022-09-13,625720045
Africa,,2022-09-14,625729388
Africa,,2022-09-15,625738667
Africa,,2022-09-16,625747854
Africa,,2022-09-17,625747854
Africa,,2022-09-18,632509659
Africa,,2022-09-19,632604291
Africa,,2022-09-20,632616564
Africa,,2022-09-21,632625094
Africa,,2022-09-22,632642319
Africa,,2022-09-23,632653301
Africa,,2022-09-24,632665819
Africa,,2022-09-25,637958621
Africa,,2022-09-26,637994992
Africa,,2022-09-27,638179344
Africa,,2022-09-28,638402224
Africa,,2022-09-29,638903480
Africa,,2022-09-30,638910531
Africa,,2022-10-01,638914612
Africa,,2022-10-02,641817425
Africa,,2022-10-03,641819403
Africa,,2022-10-04,641844796
Africa,,2022-10-05,641853699
Africa,,2022-10-06,641860702
Africa,,2022-10-07,641867246
Africa,,2022-10-08,641872850
Africa,,2022-10-09,653126090
Africa,,2022-10-10,653129954
Africa,,2022-10-11,654131333
Africa,,2022-10-12,654138365
Africa,,2022-10-13,654138365
Africa,,2022-10-14,655193180
Africa,,2022-10-15,655200201
Africa,,2022-10-16,658666704
Africa,,2022-10-17,659669270
Africa,,2022-10-18,659678227
Africa,,2022-10-19,659686286
Africa,,2022-10-20,660493603
Africa,,2022-10-21,660502401
Africa,,2022-10-22,660502401
Africa,,2022-10-23,665978727
Africa,,2022-10-24,665987404
Africa,,2022-10-25,666452398
Africa,,2022-10-26,666461192
Africa,,2022-10-27,666569598
Africa,,2022-10-28,666576380
Africa,,2022-10-29,666582220
Africa,,2022-10-30,677034638
Africa,,2022-10-31,677034638
Africa,,2022-11-01,677053370
Africa,,2022-11-02,677061409
Africa,,2022-11-03,677208169
Africa,,2022-11-04,677216329
Africa,,2022-11-05,677223003
Africa,,2022-11-06,680487152
Africa,,2022-11-07,680487330
Africa,,2022-11-08,680501451
Africa,,2022-11-09,680508529
